identifier	universe	class_name	accession	pfam_accession	model_name
confirmatory::P04092	confirmatory	negative	P04092	PF00123.25	Hormone_2
confirmatory::P04092	confirmatory	negative	P04092	PF00123.25	Hormone_2
confirmatory::P04093	confirmatory	negative	P04093	PF00123.25	Hormone_2
confirmatory::P04093	confirmatory	negative	P04093	PF00123.25	Hormone_2
confirmatory::P04115	confirmatory	negative	P04115	PF00147.23	Fibrinogen_C
confirmatory::P04115	confirmatory	negative	P04115	PF08702.15	Fib_alpha
confirmatory::P04119	confirmatory	negative	P04119	PF00061.28	Lipocalin
confirmatory::P04122	confirmatory	negative	P04122	PF00139.25	Lectin_legB
confirmatory::P04122	confirmatory	negative	P04122	PF18483.7	Bact_lectin
confirmatory::P04186	confirmatory	negative	P04186	PF00084.25	Sushi
confirmatory::P04186	confirmatory	negative	P04186	PF00084.25	Sushi
confirmatory::P04186	confirmatory	negative	P04186	PF00084.25	Sushi
confirmatory::P04186	confirmatory	negative	P04186	PF00089.31	Trypsin
confirmatory::P04186	confirmatory	negative	P04186	PF00092.33	VWA
confirmatory::P04186	confirmatory	negative	P04186	PF13519.11	VWA_2
confirmatory::P04189	confirmatory	negative	P04189	PF00082.27	Peptidase_S8
confirmatory::P04189	confirmatory	negative	P04189	PF05922.21	Inhibitor_I9
confirmatory::P04189	confirmatory	negative	P04189	PF22148.1	Fervidolysin_NPro-like
confirmatory::P04196	confirmatory	negative	P04196	PF00031.26	Cystatin
confirmatory::P04204	confirmatory	positive	P04204	PF00123.25	Hormone_2
confirmatory::P04403	confirmatory	negative	P04403	PF00234.27	Tryp_alpha_amyl
confirmatory::P04566	confirmatory	negative	P04566	PF00123.25	Hormone_2
confirmatory::P04566	confirmatory	negative	P04566	PF00123.25	Hormone_2
confirmatory::P04651	confirmatory	negative	P04651	PF00007.27	Cys_knot
confirmatory::P04652	confirmatory	negative	P04652	PF00007.27	Cys_knot
confirmatory::P04667	confirmatory	negative	P04667	PF00049.23	Insulin
confirmatory::P04726	confirmatory	negative	P04726	PF00234.27	Tryp_alpha_amyl
confirmatory::P04726	confirmatory	negative	P04726	PF13016.11	Gliadin
confirmatory::P04808	confirmatory	negative	P04808	PF00049.23	Insulin
confirmatory::P04916	confirmatory	negative	P04916	PF00061.28	Lipocalin
confirmatory::P04916	confirmatory	negative	P04916	PF08212.17	Lipocalin_2
confirmatory::P04922	confirmatory	negative	P04922	PF00090.24	TSP_1
confirmatory::P04939	confirmatory	negative	P04939	PF00061.28	Lipocalin
confirmatory::P04956	confirmatory	negative	P04956	PF00150.23	Cellulase
confirmatory::P04956	confirmatory	negative	P04956	PF00404.23	Dockerin_1
confirmatory::P04977	confirmatory	positive	P04977	PF02917.19	Pertussis_S1
confirmatory::P04977	confirmatory	positive	P04977	PF22596.1	Scabin-like
confirmatory::P04979	confirmatory	positive	P04979	PF02918.20	Pertussis_S2S3
confirmatory::P04979	confirmatory	positive	P04979	PF03440.19	APT
confirmatory::P04981	confirmatory	positive	P04981	PF09276.15	Pertus-S5-tox
confirmatory::P05017	confirmatory	negative	P05017	PF00049.23	Insulin
confirmatory::P05017	confirmatory	negative	P05017	PF00049.23	Insulin
confirmatory::P05088	confirmatory	positive	P05088	PF00139.25	Lectin_legB
confirmatory::P05088	confirmatory	positive	P05088	PF18483.7	Bact_lectin
confirmatory::P05110	confirmatory	negative	P05110	PF00123.25	Hormone_2
confirmatory::P05110	confirmatory	negative	P05110	PF00123.25	Hormone_2
confirmatory::P05110	confirmatory	negative	P05110	PF00123.25	Hormone_2
confirmatory::P05155	confirmatory	negative	P05155	PF00079.25	Serpin
confirmatory::P05315	confirmatory	negative	P05315	PF00182.24	Glyco_hydro_19
confirmatory::P05315	confirmatory	negative	P05315	PF00187.24	Chitin_bind_1
confirmatory::P05413	confirmatory	negative	P05413	PF00061.28	Lipocalin
confirmatory::P05413	confirmatory	negative	P05413	PF14651.11	Lipocalin_7
confirmatory::P05452	confirmatory	negative	P05452	PF00059.26	Lectin_C
confirmatory::P05543	confirmatory	negative	P05543	PF00079.25	Serpin
confirmatory::P06172	confirmatory	negative	P06172	PF00061.28	Lipocalin
confirmatory::P06200	confirmatory	positive	P06200	PF04185.19	Phosphoesterase
confirmatory::P06200	confirmatory	positive	P06200	PF05506.17	PLipase_C_C
confirmatory::P06200	confirmatory	positive	P06200	PF05506.17	PLipase_C_C
confirmatory::P06215	confirmatory	negative	P06215	PF00182.24	Glyco_hydro_19
confirmatory::P06215	confirmatory	negative	P06215	PF00187.24	Chitin_bind_1
confirmatory::P06303	confirmatory	negative	P06303	PF00159.23	Hormone_3
confirmatory::P06305	confirmatory	negative	P06305	PF00159.23	Hormone_3
confirmatory::P06306	confirmatory	negative	P06306	PF00049.23	Insulin
confirmatory::P06399	confirmatory	negative	P06399	PF00147.23	Fibrinogen_C
confirmatory::P06399	confirmatory	negative	P06399	PF08702.15	Fib_alpha
confirmatory::P06399	confirmatory	negative	P06399	PF12160.13	Fibrinogen_aC
confirmatory::P06607	confirmatory	negative	P06607	PF00151.24	Lipase
confirmatory::P06681	confirmatory	negative	P06681	PF00084.25	Sushi
confirmatory::P06681	confirmatory	negative	P06681	PF00084.25	Sushi
confirmatory::P06681	confirmatory	negative	P06681	PF00089.31	Trypsin
confirmatory::P06681	confirmatory	negative	P06681	PF00092.33	VWA
confirmatory::P06681	confirmatory	negative	P06681	PF13519.11	VWA_2
confirmatory::P06683	confirmatory	negative	P06683	PF00057.23	Ldl_recept_a
confirmatory::P06683	confirmatory	negative	P06683	PF00090.24	TSP_1
confirmatory::P06683	confirmatory	negative	P06683	PF01823.24	MACPF
confirmatory::P06857	confirmatory	negative	P06857	PF00151.24	Lipase
confirmatory::P06857	confirmatory	negative	P06857	PF01477.28	PLAT
confirmatory::P06866	confirmatory	negative	P06866	PF00089.31	Trypsin
confirmatory::P06873	confirmatory	negative	P06873	PF00082.27	Peptidase_S8
confirmatory::P06873	confirmatory	negative	P06873	PF05922.21	Inhibitor_I9
confirmatory::P06883	confirmatory	negative	P06883	PF00123.25	Hormone_2
confirmatory::P06883	confirmatory	negative	P06883	PF00123.25	Hormone_2
confirmatory::P06883	confirmatory	negative	P06883	PF00123.25	Hormone_2
confirmatory::P06908	confirmatory	negative	P06908	PF00059.26	Lectin_C
confirmatory::P06910	confirmatory	negative	P06910	PF00061.28	Lipocalin
confirmatory::P06911	confirmatory	negative	P06911	PF00061.28	Lipocalin
confirmatory::P06912	confirmatory	negative	P06912	PF00061.28	Lipocalin
confirmatory::P06912	confirmatory	negative	P06912	PF08212.17	Lipocalin_2
confirmatory::P06914	confirmatory	negative	P06914	PF00090.24	TSP_1
confirmatory::P06914	confirmatory	negative	P06914	PF19035.5	TSP1_CCN
confirmatory::P06915	confirmatory	negative	P06915	PF00090.24	TSP_1
confirmatory::P07024	confirmatory	negative	P07024	PF00149.33	Metallophos
confirmatory::P07024	confirmatory	negative	P07024	PF02872.23	5_nucleotid_C
confirmatory::P07098	confirmatory	negative	P07098	PF00561.25	Abhydrolase_1
confirmatory::P07098	confirmatory	negative	P07098	PF04083.21	Abhydro_lipase
confirmatory::P07099	confirmatory	negative	P07099	PF00561.25	Abhydrolase_1
confirmatory::P07099	confirmatory	negative	P07099	PF06441.17	EHN
confirmatory::P07152	confirmatory	negative	P07152	PF00045.24	Hemopexin
confirmatory::P07152	confirmatory	negative	P07152	PF00045.24	Hemopexin
confirmatory::P07152	confirmatory	negative	P07152	PF00045.24	Hemopexin
confirmatory::P07152	confirmatory	negative	P07152	PF00045.24	Hemopexin
confirmatory::P07152	confirmatory	negative	P07152	PF00413.29	Peptidase_M10
confirmatory::P07152	confirmatory	negative	P07152	PF01471.23	PG_binding_1
confirmatory::P07204	confirmatory	negative	P07204	PF00059.26	Lectin_C
confirmatory::P07204	confirmatory	negative	P07204	PF07645.20	EGF_CA
confirmatory::P07204	confirmatory	negative	P07204	PF07645.20	EGF_CA
confirmatory::P07204	confirmatory	negative	P07204	PF09064.15	Tme5_EGF_like
confirmatory::P07204	confirmatory	negative	P07204	PF12662.12	cEGF
confirmatory::P07204	confirmatory	negative	P07204	PF12662.12	cEGF
confirmatory::P07204	confirmatory	negative	P07204	PF14670.11	FXa_inhibition
confirmatory::P07214	confirmatory	negative	P07214	PF00050.26	Kazal_1
confirmatory::P07214	confirmatory	negative	P07214	PF07648.20	Kazal_2
confirmatory::P07214	confirmatory	negative	P07214	PF09289.15	FOLN
confirmatory::P07214	confirmatory	negative	P07214	PF10591.14	SPARC_Ca_bdg
confirmatory::P07217	confirmatory	negative	P07217	PF00123.25	Hormone_2
confirmatory::P07224	confirmatory	negative	P07224	PF00008.32	EGF
confirmatory::P07224	confirmatory	negative	P07224	PF00054.29	Laminin_G_1
confirmatory::P07224	confirmatory	negative	P07224	PF00594.25	Gla
confirmatory::P07224	confirmatory	negative	P07224	PF02210.30	Laminin_G_2
confirmatory::P07224	confirmatory	negative	P07224	PF02210.30	Laminin_G_2
confirmatory::P07224	confirmatory	negative	P07224	PF07645.20	EGF_CA
confirmatory::P07224	confirmatory	negative	P07224	PF07645.20	EGF_CA
confirmatory::P07224	confirmatory	negative	P07224	PF07645.20	EGF_CA
confirmatory::P07224	confirmatory	negative	P07224	PF12662.12	cEGF
confirmatory::P07224	confirmatory	negative	P07224	PF14670.11	FXa_inhibition
confirmatory::P07357	confirmatory	negative	P07357	PF00057.23	Ldl_recept_a
confirmatory::P07357	confirmatory	negative	P07357	PF00090.24	TSP_1
confirmatory::P07357	confirmatory	negative	P07357	PF01823.24	MACPF
confirmatory::P07357	confirmatory	negative	P07357	PF21195.2	C8A_B_C6_EGF-like
confirmatory::P07358	confirmatory	negative	P07358	PF00057.23	Ldl_recept_a
confirmatory::P07358	confirmatory	negative	P07358	PF00090.24	TSP_1
confirmatory::P07358	confirmatory	negative	P07358	PF00090.24	TSP_1
confirmatory::P07358	confirmatory	negative	P07358	PF01823.24	MACPF
confirmatory::P07358	confirmatory	negative	P07358	PF21195.2	C8A_B_C6_EGF-like
confirmatory::P07361	confirmatory	negative	P07361	PF00061.28	Lipocalin
confirmatory::P07374	confirmatory	positive	P07374	PF00449.25	Urease_alpha
confirmatory::P07374	confirmatory	positive	P07374	PF00547.23	Urease_gamma
confirmatory::P07374	confirmatory	positive	P07374	PF00699.25	Urease_beta
confirmatory::P07374	confirmatory	positive	P07374	PF01979.25	Amidohydro_1
confirmatory::P07374	confirmatory	positive	P07374	PF18473.6	Urease_linker
confirmatory::P07380	confirmatory	negative	P07380	PF00061.28	Lipocalin
confirmatory::P07383	confirmatory	negative	P07383	PF00561.25	Abhydrolase_1
confirmatory::P07383	confirmatory	negative	P07383	PF12146.13	Hydrolase_4
confirmatory::P07383	confirmatory	negative	P07383	PF12697.12	Abhydrolase_6
confirmatory::P07435	confirmatory	negative	P07435	PF00061.28	Lipocalin
confirmatory::P07441	confirmatory	negative	P07441	PF00139.25	Lectin_legB
confirmatory::P07442	confirmatory	negative	P07442	PF00139.25	Lectin_legB
confirmatory::P07443	confirmatory	negative	P07443	PF00139.25	Lectin_legB
confirmatory::P07449	confirmatory	negative	P07449	PF00123.25	Hormone_2
confirmatory::P07449	confirmatory	negative	P07449	PF00123.25	Hormone_2
confirmatory::P07453	confirmatory	negative	P07453	PF00049.23	Insulin
confirmatory::P07453	confirmatory	negative	P07453	PF00049.23	Insulin
confirmatory::P07453	confirmatory	negative	P07453	PF03488.19	Ins_beta
confirmatory::P07456	confirmatory	negative	P07456	PF00049.23	Insulin
confirmatory::P07456	confirmatory	negative	P07456	PF00049.23	Insulin
confirmatory::P07456	confirmatory	negative	P07456	PF08365.16	IGF2_C
confirmatory::P07479	confirmatory	negative	P07479	PF00197.23	Kunitz_legume
confirmatory::P07483	confirmatory	negative	P07483	PF00061.28	Lipocalin
confirmatory::P07483	confirmatory	negative	P07483	PF14651.11	Lipocalin_7
confirmatory::P07493	confirmatory	positive	P07493	PF08096.16	Bombolitin
confirmatory::P07499	confirmatory	negative	P07499	PF00212.23	ANP
confirmatory::P07500	confirmatory	negative	P07500	PF00212.23	ANP
confirmatory::P07501	confirmatory	negative	P07501	PF00212.23	ANP
confirmatory::P07596	confirmatory	negative	P07596	PF00197.23	Kunitz_legume
confirmatory::P07732	confirmatory	negative	P07732	PF00007.27	Cys_knot
confirmatory::P07853	confirmatory	negative	P07853	PF00299.23	Squash
confirmatory::P07867	confirmatory	negative	P07867	PF00151.24	Lipase
confirmatory::P07867	confirmatory	negative	P07867	PF01477.28	PLAT
confirmatory::P08072	confirmatory	negative	P08072	PF00008.32	EGF
confirmatory::P08253	confirmatory	negative	P08253	PF00040.24	fn2
confirmatory::P08253	confirmatory	negative	P08253	PF00040.24	fn2
confirmatory::P08253	confirmatory	negative	P08253	PF00040.24	fn2
confirmatory::P08253	confirmatory	negative	P08253	PF00045.24	Hemopexin
confirmatory::P08253	confirmatory	negative	P08253	PF00045.24	Hemopexin
confirmatory::P08253	confirmatory	negative	P08253	PF00045.24	Hemopexin
confirmatory::P08253	confirmatory	negative	P08253	PF00045.24	Hemopexin
confirmatory::P08253	confirmatory	negative	P08253	PF00413.29	Peptidase_M10
confirmatory::P08253	confirmatory	negative	P08253	PF00413.29	Peptidase_M10
confirmatory::P08254	confirmatory	negative	P08254	PF00045.24	Hemopexin
confirmatory::P08254	confirmatory	negative	P08254	PF00045.24	Hemopexin
confirmatory::P08254	confirmatory	negative	P08254	PF00045.24	Hemopexin
confirmatory::P08254	confirmatory	negative	P08254	PF00045.24	Hemopexin
confirmatory::P08254	confirmatory	negative	P08254	PF00413.29	Peptidase_M10
confirmatory::P08254	confirmatory	negative	P08254	PF01471.23	PG_binding_1
confirmatory::P08299	confirmatory	negative	P08299	PF00188.31	CAP
confirmatory::P08307	confirmatory	negative	P08307	PF00090.24	TSP_1
confirmatory::P08307	confirmatory	negative	P08307	PF19035.5	TSP1_CCN
confirmatory::P08331	confirmatory	negative	P08331	PF00149.33	Metallophos
confirmatory::P08331	confirmatory	negative	P08331	PF02872.23	5_nucleotid_C
confirmatory::P08427	confirmatory	negative	P08427	PF00059.26	Lectin_C
confirmatory::P08658	confirmatory	negative	P08658	PF00561.25	Abhydrolase_1
confirmatory::P08658	confirmatory	negative	P08658	PF02089.20	Palm_thioest
confirmatory::P08661	confirmatory	negative	P08661	PF00059.26	Lectin_C
confirmatory::P08661	confirmatory	negative	P08661	PF01391.23	Collagen
confirmatory::P08672	confirmatory	negative	P08672	PF00090.24	TSP_1
confirmatory::P08673	confirmatory	negative	P08673	PF00090.24	TSP_1
confirmatory::P08674	confirmatory	negative	P08674	PF00090.24	TSP_1
confirmatory::P08675	confirmatory	negative	P08675	PF00090.24	TSP_1
confirmatory::P08676	confirmatory	negative	P08676	PF00090.24	TSP_1
confirmatory::P08677	confirmatory	negative	P08677	PF00090.24	TSP_1
confirmatory::P08677	confirmatory	negative	P08677	PF19035.5	TSP1_CCN
confirmatory::P08910	confirmatory	negative	P08910	PF00561.25	Abhydrolase_1
confirmatory::P08910	confirmatory	negative	P08910	PF12146.13	Hydrolase_4
confirmatory::P08932	confirmatory	negative	P08932	PF00031.26	Cystatin
confirmatory::P08932	confirmatory	negative	P08932	PF00031.26	Cystatin
confirmatory::P08932	confirmatory	negative	P08932	PF00031.26	Cystatin
confirmatory::P08932	confirmatory	negative	P08932	PF00666.22	Cathelicidins
confirmatory::P08932	confirmatory	negative	P08932	PF00666.22	Cathelicidins
confirmatory::P08934	confirmatory	negative	P08934	PF00031.26	Cystatin
confirmatory::P08934	confirmatory	negative	P08934	PF00031.26	Cystatin
confirmatory::P08934	confirmatory	negative	P08934	PF00031.26	Cystatin
confirmatory::P08934	confirmatory	negative	P08934	PF00666.22	Cathelicidins
confirmatory::P08935	confirmatory	negative	P08935	PF00031.26	Cystatin
confirmatory::P08935	confirmatory	negative	P08935	PF16845.10	SQAPI
confirmatory::P08937	confirmatory	negative	P08937	PF00061.28	Lipocalin
confirmatory::P09005	confirmatory	negative	P09005	PF00079.25	Serpin
confirmatory::P09167	confirmatory	positive	P09167	PF01117.25	Aerolysin
confirmatory::P09167	confirmatory	positive	P09167	PF03318.18	ETX_MTX2
confirmatory::P09167	confirmatory	positive	P09167	PF03440.19	APT
confirmatory::P09228	confirmatory	negative	P09228	PF00031.26	Cystatin
confirmatory::P09230	confirmatory	negative	P09230	PF00082.27	Peptidase_S8
confirmatory::P09230	confirmatory	negative	P09230	PF05922.21	Inhibitor_I9
confirmatory::P09231	confirmatory	negative	P09231	PF00082.27	Peptidase_S8
confirmatory::P09231	confirmatory	negative	P09231	PF01483.25	P_proprotein
confirmatory::P09232	confirmatory	negative	P09232	PF00082.27	Peptidase_S8
confirmatory::P09232	confirmatory	negative	P09232	PF05922.21	Inhibitor_I9
confirmatory::P09237	confirmatory	negative	P09237	PF00413.29	Peptidase_M10
confirmatory::P09237	confirmatory	negative	P09237	PF01471.23	PG_binding_1
confirmatory::P09238	confirmatory	negative	P09238	PF00045.24	Hemopexin
confirmatory::P09238	confirmatory	negative	P09238	PF00045.24	Hemopexin
confirmatory::P09238	confirmatory	negative	P09238	PF00045.24	Hemopexin
confirmatory::P09238	confirmatory	negative	P09238	PF00045.24	Hemopexin
confirmatory::P09238	confirmatory	negative	P09238	PF00413.29	Peptidase_M10
confirmatory::P09238	confirmatory	negative	P09238	PF01471.23	PG_binding_1
confirmatory::P09455	confirmatory	negative	P09455	PF00061.28	Lipocalin
confirmatory::P09466	confirmatory	negative	P09466	PF00061.28	Lipocalin
confirmatory::P09476	confirmatory	negative	P09476	PF00049.23	Insulin
confirmatory::P09476	confirmatory	negative	P09476	PF00049.23	Insulin
confirmatory::P09476	confirmatory	negative	P09476	PF03488.19	Ins_beta
confirmatory::P09477	confirmatory	negative	P09477	PF00049.23	Insulin
confirmatory::P09477	confirmatory	negative	P09477	PF00049.23	Insulin
confirmatory::P09477	confirmatory	negative	P09477	PF03488.19	Ins_beta
confirmatory::P09535	confirmatory	negative	P09535	PF00049.23	Insulin
confirmatory::P09535	confirmatory	negative	P09535	PF00049.23	Insulin
confirmatory::P09535	confirmatory	negative	P09535	PF08365.16	IGF2_C
confirmatory::P09566	confirmatory	negative	P09566	PF00123.25	Hormone_2
confirmatory::P09566	confirmatory	negative	P09566	PF00123.25	Hormone_2
confirmatory::P09567	confirmatory	negative	P09567	PF00123.25	Hormone_2
confirmatory::P09641	confirmatory	negative	P09641	PF00159.23	Hormone_3
confirmatory::P09680	confirmatory	negative	P09680	PF00123.25	Hormone_2
confirmatory::P09681	confirmatory	negative	P09681	PF00123.25	Hormone_2
confirmatory::P09682	confirmatory	negative	P09682	PF00123.25	Hormone_2
confirmatory::P09683	confirmatory	negative	P09683	PF00123.25	Hormone_2
confirmatory::P09684	confirmatory	negative	P09684	PF00123.25	Hormone_2
confirmatory::P09685	confirmatory	negative	P09685	PF00123.25	Hormone_2
confirmatory::P09686	confirmatory	negative	P09686	PF00123.25	Hormone_2
confirmatory::P09686	confirmatory	negative	P09686	PF00123.25	Hormone_2
confirmatory::P09687	confirmatory	negative	P09687	PF00123.25	Hormone_2
confirmatory::P09761	confirmatory	negative	P09761	PF00187.24	Chitin_bind_1
confirmatory::P09761	confirmatory	negative	P09761	PF00967.22	Barwin
confirmatory::P09865	confirmatory	negative	P09865	PF00050.26	Kazal_1
